state,q_values
"('X', 'O', 'X', 'O', 'O', ' ', ' ', ' ', 'X')","[  0.           0.           0.           0.           0.
  10.         -10.          -9.37479353   0.        ]"
"('X', 'O', 'X', 'O', 'O', 'O', 'X', ' ', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'O', 'O', 'X', ' ', 'O', ' ', 'X', 'X')","[ 9.5      0.       0.       0.       8.84544  0.      10.       0.
  0.     ]"
"('X', 'O', ' ', ' ', 'O', 'X', ' ', ' ', ' ')","[ 0.          0.         -9.52940792 -1.39497639  0.          0.
 -6.16970761  4.85939443 -9.9098765 ]"
"('X', 'O', 'X', ' ', 'O', 'X', ' ', 'O', ' ')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('X', 'X', 'O', ' ', 'X', ' ', 'O', 'O', ' ')","[ 0.          0.          0.         -6.12596645  0.         -9.96900959
  0.          0.         10.        ]"
"('O', ' ', 'X', 'O', ' ', 'X', ' ', ' ', ' ')","[ 0.          6.25408121  0.          0.          8.87579233  0.
  9.5         7.61519201 10.        ]"
"('O', ' ', 'X', 'O', ' ', 'X', ' ', ' ', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', ' ', ' ', 'O', ' ', ' ', 'X', 'X', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('X', 'X', 'O', ' ', ' ', 'O', 'O', ' ', 'X')","[ 0.          0.          0.         -9.34979232 10.          0.
  0.         -6.22999208  0.        ]"
"('X', 'X', 'O', 'X', 'O', 'O', 'O', ' ', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('X', ' ', 'X', 'O', 'O', ' ', ' ', ' ', ' ')","[ 0.         10.          0.          0.          0.          9.5
 -9.97379267  8.19047595  8.87579067]"
"('X', ' ', 'X', 'O', 'O', 'X', ' ', 'O', ' ')","[ 0.         10.          0.          0.          0.          0.
  5.75575839  0.         10.        ]"
"('X', 'X', 'X', 'O', 'O', 'X', ' ', 'O', ' ')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'X', ' ', 'O', 'X', ' ', 'O', ' ', ' ')","[ 9.5         0.          9.49380831  0.          0.          1.27352624
  0.         10.          8.75020128]"
"(' ', 'X', ' ', 'O', 'X', 'O', 'O', ' ', 'X')","[10.          0.         -6.10499686  0.          0.          0.
  0.          9.9999998   0.        ]"
"('X', 'X', ' ', 'O', 'X', 'O', 'O', ' ', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'O', 'X', ' ', ' ', 'O', 'X', ' ', ' ')",[ 9.5  0.   0.   9.5 10.   0.   0.   9.5  9.5]
"('X', 'O', 'X', 'O', 'O', 'O', 'X', 'X', ' ')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', 'O', 'X', 'O', 'X', 'X', ' ', ' ', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', 'X', ' ', 'O', 'O', ' ', 'X', 'X', ' ')","[ 0.          0.         -9.99999488  0.          0.         -9.8500393
  0.          0.         10.        ]"
"('O', 'X', ' ', 'O', 'O', 'X', 'X', 'X', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', ' ', 'O', ' ', 'X', 'X', 'O', 'X', 'O')",[ 9.5 10.   0.  10.   0.   0.   0.   0.   0. ]
"(' ', 'X', 'O', ' ', 'X', 'X', 'O', 'X', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', ' ', ' ', 'O', ' ', ' ', 'O', 'X', 'X')","[ 1.63705456 -1.93599002 -6.12995212  0.         -6.22600766  0.31363943
  0.          0.          0.        ]"
"(' ', 'X', ' ', 'O', ' ', 'O', 'O', 'X', 'X')",[-9.9744  0.     -9.984   0.     10.      0.      0.      0.      0.    ]
"('O', 'X', ' ', 'X', ' ', ' ', 'O', 'O', 'X')","[0.         0.         5.69361641 0.         5.51734698 9.5
 0.         0.         0.        ]"
"('O', ' ', 'X', ' ', 'O', 'O', 'X', ' ', 'X')","[ 0.          1.89908829  0.          8.58799027  0.          0.
  0.         10.          0.        ]"
"('O', ' ', 'X', 'X', 'O', 'O', 'X', 'O', 'X')",[0. 5. 0. 0. 0. 0. 0. 0. 0.]
"('X', ' ', 'O', 'O', 'X', ' ', 'X', ' ', 'O')","[ 0.         -9.99999371  0.          0.          0.          4.75
  0.         -9.90182278  0.        ]"
"('X', ' ', 'O', 'O', 'X', 'X', 'X', 'O', 'O')",[0. 5. 0. 0. 0. 0. 0. 0. 0.]
"('O', 'X', 'O', ' ', 'X', 'O', ' ', ' ', 'X')","[ 0.          0.          0.          8.58044903  0.          0.
  8.58040039 10.          0.        ]"
"(' ', ' ', 'X', 'X', ' ', 'O', 'O', 'X', 'O')","[4.93244621 9.5        0.         0.         9.46954124 0.
 0.         0.         0.        ]"
"('X', ' ', 'X', 'X', 'O', 'O', 'O', 'X', 'O')",[ 0. 10.  0.  0.  0.  0.  0.  0.  0.]
"(' ', ' ', 'O', 'X', 'X', ' ', ' ', 'O', ' ')","[ 9.5         8.70685177  0.          0.          0.         10.
  9.5         0.          9.5       ]"
"('O', ' ', 'O', 'X', 'X', ' ', ' ', 'O', 'X')","[ 0.          5.66837427  0.          0.          0.         10.
 -7.073472    0.          0.        ]"
"('O', 'X', 'O', 'X', 'X', ' ', 'O', 'O', 'X')",[ 0.  0.  0.  0.  0. 10.  0.  0.  0.]
"(' ', 'X', 'O', 'X', 'O', ' ', 'O', ' ', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'X', 'O', 'O', ' ', 'X', 'O', 'X', ' ')",[-9.2256  0.      0.      0.     10.      0.      0.      0.     -9.984 ]
"(' ', 'X', 'O', 'O', 'X', 'X', 'O', 'X', ' ')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'O', 'O', ' ', ' ', 'X', ' ', 'X', ' ')","[ 9.025       0.          0.         -6.10019495 -7.3876852   0.
  6.11110433  0.          3.12983097]"
"('O', 'X', 'O', 'O', ' ', 'X', 'X', ' ', ' ')","[0.         0.         0.         0.         4.7502534  0.
 0.         9.5        8.73385928]"
"(' ', 'X', 'X', 'X', 'O', 'O', ' ', ' ', 'O')","[10.         0.         0.         0.         0.         0.
  5.602688   5.6052406  0.       ]"
"('O', 'X', ' ', ' ', ' ', 'O', 'O', 'X', 'X')","[ 0.          0.          4.27768433  4.93239757 10.          0.
  0.          0.          0.        ]"
"(' ', 'O', 'X', ' ', 'O', ' ', ' ', ' ', 'X')","[ 7.94492016  0.          0.          9.47250605  0.         10.
  9.49499995  9.5         0.        ]"
"('O', 'O', 'X', 'X', 'O', ' ', ' ', ' ', 'X')","[ 0.          0.          0.          0.          0.         10.
  8.85099999  9.5         0.        ]"
"('O', 'O', 'X', 'X', 'O', 'X', ' ', ' ', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', 'X', ' ', ' ', ' ', ' ', 'X', 'O', ' ')","[0.         0.         9.46308046 7.4687017  8.50828529 5.43117383
 0.         0.         5.10091686]"
"('O', 'X', ' ', 'O', ' ', ' ', 'X', 'O', 'X')","[0.         0.         9.5        0.         8.73994161 5.54045106
 0.         0.         0.        ]"
"('X', 'O', ' ', 'O', ' ', ' ', 'X', ' ', ' ')","[0.         0.         7.97999987 0.         9.5        8.3953967
 0.         9.5        9.5       ]"
"('X', 'O', 'O', 'O', ' ', ' ', 'X', ' ', 'X')",[ 0.   0.   0.   0.  10.   9.5  0.  10.   0. ]
"('X', ' ', 'X', ' ', 'O', ' ', ' ', 'O', ' ')","[ 0.         10.          0.          5.7250496   0.         -6.104992
 -6.72523834  0.          8.75115201]"
"('X', ' ', 'X', 'O', 'O', 'X', ' ', 'O', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', ' ', ' ', ' ', ' ', 'X', 'X', 'O', 'O')","[9.11936765 9.025      9.49982081 9.5        9.5        0.
 0.         0.         0.        ]"
"('O', 'X', 'O', 'X', ' ', 'X', 'X', 'O', 'O')",[ 0.  0.  0.  0. 10.  0.  0.  0.  0.]
"('O', 'X', ' ', 'O', 'X', ' ', ' ', ' ', ' ')","[ 0.          0.         -9.24520123  0.          0.          9.47288943
  9.5        10.          8.19193875]"
"('O', 'X', 'O', 'O', 'X', ' ', 'X', ' ', ' ')","[ 0.          0.          0.          0.          0.          9.34770582
  0.         10.          8.73873294]"
"(' ', 'X', ' ', ' ', 'O', 'O', ' ', ' ', 'X')","[-6.22501639  0.         -6.13193077  8.27337699  0.          0.
 -6.73122905 -7.6204732   0.        ]"
"(' ', ' ', ' ', 'O', ' ', 'X', 'O', ' ', 'X')","[ 9.5         6.36783791 10.          0.          5.72504928  0.
  0.         -9.22601541  0.        ]"
"('X', ' ', ' ', 'O', ' ', 'X', 'O', 'O', 'X')",[ 0.   9.5 10.   0.  10.   0.   0.   0.   0. ]
"('O', ' ', 'O', ' ', 'X', 'X', ' ', ' ', ' ')","[ 0.          9.5         0.         10.          0.          0.
  9.43562515  9.3742      9.47251069]"
"('O', 'O', 'O', ' ', 'X', 'X', ' ', ' ', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'X', 'X', 'X', 'O', ' ', 'O', ' ', 'O')","[ 10.           0.           0.           0.           0.
 -10.           0.          -6.75495232   0.        ]"
"(' ', ' ', ' ', 'O', 'X', 'X', 'X', 'O', 'O')","[ 4.90205838  5.54192    10.          0.          0.          0.
  0.          0.          0.        ]"
"(' ', ' ', 'X', 'O', ' ', ' ', ' ', 'X', 'O')","[9.39537659 9.5        0.         0.         9.5        8.30032739
 7.97972889 0.         0.        ]"
"(' ', 'X', 'X', 'O', ' ', ' ', 'O', 'X', 'O')","[10.         0.         0.         0.        10.        -6.1012064
  0.         0.         0.       ]"
"('O', 'O', 'X', 'X', 'O', ' ', 'X', ' ', ' ')","[  0.           0.           0.           0.           0.
 -10.           0.          -6.85480005   8.87100792]"
"('O', 'O', 'X', 'X', 'O', 'X', 'X', 'O', ' ')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', ' ', 'O', 'X', 'X', 'X', ' ', ' ', ' ')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', ' ', ' ', ' ', 'X', 'O', ' ', 'X', ' ')","[ 0.         10.          9.5         9.27958148  0.          0.
  9.5         0.          9.5       ]"
"('O', ' ', ' ', 'X', 'X', 'O', 'O', 'X', ' ')","[ 0.         10.          5.54069193  0.          0.          0.
  0.          0.          5.51146893]"
"('X', ' ', 'O', ' ', 'X', 'O', 'O', 'X', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'O', ' ', 'X', ' ', 'O', 'X', ' ', ' ')",[10.   0.   9.5  0.   9.5  0.   0.   9.5  9.5]
"(' ', 'X', 'X', ' ', ' ', 'O', ' ', 'O', ' ')","[10.          0.          0.          9.4799672   9.5         0.
  9.5         0.          9.27636965]"
"('O', 'X', 'X', 'X', ' ', 'O', ' ', 'O', ' ')","[0.         0.         0.         0.         4.75609177 0.
 5.66958825 0.         4.747264  ]"
"('X', ' ', 'O', 'X', 'O', ' ', ' ', 'X', 'O')","[  0.         -10.           0.           0.           0.
  -6.22979233  10.           0.           0.        ]"
"(' ', 'X', 'O', 'X', 'O', ' ', ' ', ' ', ' ')","[-6.84980639  0.          0.          0.          0.          4.79110232
  9.49465719 -1.98708986 -6.20329395]"
"(' ', 'X', 'O', 'X', 'O', ' ', 'X', 'O', ' ')","[10.          0.          0.          0.          0.          8.73265302
  0.          0.          9.31147128]"
"('O', 'X', 'O', 'X', 'O', ' ', 'X', 'O', 'X')",[0. 0. 0. 0. 0. 5. 0. 0. 0.]
"('X', ' ', 'X', ' ', ' ', 'O', ' ', 'O', ' ')",[ 0.  10.   0.   9.5  9.5  0.   9.5  0.   9.5]
"('X', ' ', 'X', 'O', ' ', 'O', ' ', 'O', 'X')","[ 0.         10.          0.          0.         10.          0.
 -6.10020008  0.          0.        ]"
"('X', ' ', 'X', 'O', 'O', 'O', 'X', 'O', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'O', 'X', 'X', ' ', 'O', ' ', ' ', ' ')","[9.49998553 0.         0.         0.         5.93906509 0.
 9.5        8.9949645  8.73890277]"
"(' ', 'O', 'X', 'X', ' ', 'O', ' ', 'X', 'O')","[5.5466624 0.        0.        0.        4.7561408 0.        9.5
 0.        0.       ]"
"('O', ' ', 'X', 'O', 'O', 'X', ' ', 'X', ' ')","[  0.         -10.           0.           0.           0.
   0.           6.23000032   0.          10.        ]"
"('X', 'O', 'X', ' ', 'O', 'O', 'X', 'O', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('X', ' ', ' ', ' ', ' ', ' ', 'O', 'O', 'X')","[ 0.          9.5         9.5         6.62263362 10.          9.5
  0.          0.          0.        ]"
"('X', 'X', ' ', 'O', 'X', 'O', ' ', 'O', ' ')",[ 0.   0.  10.   0.   0.   0.   9.5  0.  10. ]
"('X', 'X', 'X', 'O', 'X', 'O', ' ', 'O', ' ')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('X', ' ', 'X', ' ', ' ', ' ', 'O', ' ', 'O')","[ 0.         10.          0.          8.83764216  8.86960635  9.2153978
  0.          8.7004658   0.        ]"
"('X', ' ', 'X', 'O', ' ', ' ', 'O', 'X', 'O')","[ 0.         10.          0.          0.          5.51126464  9.46229385
  0.          0.          0.        ]"
"(' ', 'X', 'X', ' ', ' ', ' ', 'O', ' ', 'O')","[10.          0.          0.         -6.86130403  9.37420122 -1.28325179
  0.          9.5         0.        ]"
"(' ', 'X', 'X', ' ', 'X', ' ', 'O', 'O', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', 'X', 'O', 'X', 'O', ' ', 'O', 'X', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('X', 'O', 'O', 'X', ' ', ' ', 'O', 'X', ' ')","[ 0.          0.          0.          0.          9.5         6.22912
  0.          0.         -6.25579213]"
"('X', 'X', ' ', 'O', 'O', 'O', ' ', 'X', ' ')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('X', ' ', 'X', 'O', ' ', ' ', 'X', 'O', 'O')",[ 0.  10.   0.   0.  10.   9.5  0.   0.   0. ]
"('X', 'X', 'X', 'O', ' ', ' ', 'X', 'O', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', ' ', 'O', 'X', ' ', 'O', 'X', ' ', ' ')","[10.          6.35004733  0.          0.         -6.74896033  0.
  0.          9.49896166  9.5       ]"
"('X', 'O', 'X', 'X', 'O', 'O', 'O', 'X', ' ')",[0. 0. 0. 0. 0. 0. 0. 0. 5.]
"('X', 'O', ' ', ' ', 'X', ' ', ' ', ' ', 'O')","[0.         0.         9.46782464 9.5        0.         9.49472347
 9.5        8.86358254 0.        ]"
"('X', 'O', 'O', ' ', 'X', ' ', 'X', ' ', 'O')","[ 0.          0.          0.         10.          0.          4.78161639
  0.         -9.52331751  0.        ]"
"('X', 'O', 'O', 'X', 'X', ' ', 'X', ' ', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('X', ' ', 'O', 'O', 'X', 'X', ' ', ' ', 'O')","[0.         4.75025534 0.         0.         0.         0.
 4.75       8.58678165 0.        ]"
"('O', ' ', ' ', 'O', 'X', ' ', 'X', 'X', 'O')",[ 0.  10.  10.   0.   0.   9.5  0.   0.   0. ]
"('O', 'X', ' ', 'O', 'X', ' ', 'X', 'X', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', ' ', 'O', ' ', 'X', ' ', ' ', ' ', 'X')","[ 0.          9.27962689  0.          6.23258925  0.         -0.48621319
  1.7644128  -6.75415967  0.        ]"
"('O', 'X', ' ', ' ', ' ', 'O', 'X', ' ', ' ')","[0.         0.         3.27097056 1.16470133 9.5        0.
 0.         9.5        9.39514596]"
"('O', 'X', 'O', ' ', 'X', 'O', 'X', ' ', ' ')","[ 0.          0.          0.         -7.16720709  0.          0.
  0.         10.          9.46229379]"
"('O', 'O', 'X', 'X', 'X', 'X', ' ', ' ', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', ' ', ' ', 'O', 'X', 'O', ' ', 'X', ' ')",[ 9.5 10.   9.5  0.   0.   0.   9.5  0.   9.5]
"('X', ' ', ' ', 'O', 'X', 'O', 'O', 'X', ' ')","[ 0.        10.         9.5        0.         0.         0.
  0.         0.         9.9999998]"
"(' ', ' ', ' ', 'X', 'O', 'X', ' ', 'O', ' ')","[-1.52644077  0.93792562 -7.76985807  0.          0.          0.
 -7.02290427  0.         -6.40919184]"
"('O', ' ', ' ', 'X', 'O', 'X', ' ', 'O', 'X')","[ 0.          9.46837427 10.          0.          0.          0.
  1.82356736  0.          0.        ]"
"(' ', ' ', ' ', 'X', 'O', 'O', ' ', 'X', ' ')","[8.96502918 8.4287706  8.29963612 0.         0.         0.
 9.5        0.         8.66777641]"
"(' ', 'X', ' ', 'O', 'X', ' ', ' ', 'O', ' ')","[9.5        0.         9.5        0.         0.         4.54093083
 9.4736202  0.         9.4999999 ]"
"(' ', ' ', ' ', 'X', ' ', 'O', ' ', 'X', 'O')","[-7.03231665 -6.12661644  9.025       0.          6.36354937  0.
  5.20104666  0.          0.        ]"
"('X', 'O', ' ', 'X', ' ', 'O', ' ', 'X', 'O')","[ 0.          0.          8.70927979  0.         -7.16721357  0.
 10.          0.          0.        ]"
"('O', ' ', 'X', ' ', 'X', 'O', 'O', 'X', ' ')","[ 0.         10.          0.          8.73995117  0.          0.
  0.          0.         -7.0734115 ]"
"('O', ' ', 'X', 'O', 'X', 'O', 'O', 'X', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'O', ' ', ' ', 'O', 'X', 'O', 'X', 'X')","[-6.2499997   0.         10.          9.37419999  0.          0.
  0.          0.          0.        ]"
"(' ', 'X', ' ', 'O', ' ', ' ', 'O', ' ', 'X')","[ 9.5         0.         -6.72519974  0.          9.499392    8.85101568
  0.          1.27086903  0.        ]"
"(' ', 'X', 'X', 'O', 'O', 'O', 'O', 'X', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', ' ', 'X', ' ', ' ', ' ', 'O', 'X', 'O')","[4.71072269 9.5        0.         7.83323748 9.49986006 5.93495692
 0.         0.         0.        ]"
"('X', 'O', ' ', ' ', 'X', 'X', 'O', ' ', 'O')","[ 0.          0.          1.89516153 10.          0.          0.
  0.          8.70350813  0.        ]"
"('X', 'O', ' ', 'X', 'X', 'X', 'O', ' ', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'O', 'O', 'X', 'O', 'X', 'O', 'X', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', 'O', ' ', 'X', ' ', ' ', 'X', ' ', ' ')","[ 0.          0.          6.66766331  0.         -6.7242     -7.68080884
  0.         -7.62022055 -6.70256655]"
"('O', 'O', 'O', 'X', ' ', ' ', 'X', 'X', ' ')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', ' ', ' ', ' ', 'X', ' ', 'X', ' ', 'O')",[ 0.   9.5 10.   9.5  0.   9.5  0.   9.5  0. ]
"('X', ' ', ' ', 'O', 'X', 'O', ' ', ' ', ' ')",[ 0.   9.5  9.5  0.   0.   0.   9.5  9.5 10. ]
"('X', 'O', 'X', 'O', 'X', 'O', 'O', 'X', ' ')",[ 0.  0.  0.  0.  0.  0.  0.  0. 10.]
"('O', 'X', 'X', ' ', 'O', ' ', ' ', 'O', 'X')","[ 0.          0.          0.          4.90230196  0.         10.
  8.55029426  0.          0.        ]"
"('O', 'X', 'X', ' ', 'O', 'X', ' ', 'O', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'O', ' ', 'X', 'X', ' ', 'O', 'O', 'X')",[10.   0.   9.5  0.   0.  10.   0.   0.   0. ]
"('X', 'O', ' ', 'X', 'X', ' ', 'O', 'O', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', 'X', 'X', 'O', 'O', 'O', 'X', ' ', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', 'O', 'X', 'O', 'O', 'X', 'X', 'X', ' ')",[ 0.  0.  0.  0.  0.  0.  0.  0. 10.]
"('O', 'O', 'X', 'O', 'O', 'X', 'X', 'X', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', 'O', 'X', 'X', ' ', ' ', 'O', 'O', 'X')","[ 5.72583997  0.          0.          0.          9.5        10.
  0.          0.          0.        ]"
"('O', ' ', ' ', 'O', 'X', 'X', 'O', ' ', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', ' ', ' ', 'O', 'O', 'X', ' ', 'X', 'X')","[ 0.         -6.73019048 10.          0.          0.          0.
 10.          0.          0.        ]"
"('X', ' ', ' ', 'X', 'O', ' ', ' ', ' ', 'O')","[ 0.          9.5         9.5         0.          0.          8.10059494
 10.          9.49987684  0.        ]"
"(' ', 'X', 'X', 'O', 'O', 'X', 'X', 'O', 'O')",[10.  0.  0.  0.  0.  0.  0.  0.  0.]
"(' ', ' ', ' ', 'X', 'O', 'O', 'X', ' ', ' ')","[10.          9.45927178  5.62663792  0.          0.          0.
  0.          9.5         9.5       ]"
"(' ', ' ', 'O', 'X', 'O', 'O', 'X', 'X', ' ')","[ 9.9968      9.34504025  0.          0.          0.          0.
  0.          0.         10.        ]"
"('X', 'O', 'O', 'X', ' ', ' ', ' ', 'X', 'O')","[ 0.        0.        0.        0.       -9.999872  9.5      10.
  0.        0.      ]"
"('X', ' ', ' ', 'O', 'O', ' ', ' ', 'X', ' ')","[ 0.         -9.66397776 -6.72401153  0.          0.          8.32632012
 -6.25475413  0.         -6.22559285]"
"('X', ' ', 'X', 'O', 'O', 'X', 'O', ' ', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', 'O', 'X', ' ', ' ', 'O', ' ', 'X', 'X')","[ 0.          0.          0.          4.75729796  9.46200146  0.
 10.          0.          0.        ]"
"('O', 'O', 'X', ' ', ' ', 'O', 'X', 'X', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', ' ', ' ', 'X', 'X', ' ', 'O', ' ', ' ')","[ 0.          9.5         8.59693242  0.          0.         10.
  0.          9.5         9.49992978]"
"('X', ' ', 'X', 'O', 'O', 'X', 'O', 'X', 'O')",[ 0. 10.  0.  0.  0.  0.  0.  0.  0.]
"(' ', ' ', 'X', 'X', 'O', 'O', ' ', ' ', ' ')","[9.5        9.46802893 0.         0.         0.         0.
 9.48503104 8.13554731 8.29293403]"
"(' ', 'X', 'X', 'X', 'O', 'O', 'X', 'O', 'O')",[10.  0.  0.  0.  0.  0.  0.  0.  0.]
"('X', 'X', 'X', 'X', 'O', 'O', 'X', 'O', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('X', 'X', ' ', 'O', 'X', 'O', 'X', 'O', 'O')",[ 0.  0. 10.  0.  0.  0.  0.  0.  0.]
"('X', 'X', 'X', 'O', 'X', 'O', 'X', 'O', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', ' ', 'X', ' ', ' ', 'X', ' ', 'O', ' ')","[ 0.          7.97998054  0.          9.5         9.5         0.
  9.5         0.         10.        ]"
"('O', ' ', 'X', ' ', ' ', 'X', ' ', 'O', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"(' ', ' ', ' ', 'O', 'O', ' ', ' ', 'X', 'X')","[-7.37007075 -7.68199919  6.37900153  0.          0.          9.5
 10.          0.          0.        ]"
"(' ', ' ', ' ', 'O', 'O', ' ', 'X', 'X', 'X')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('X', 'O', 'O', 'O', ' ', 'X', 'O', 'X', 'X')",[ 0.  0.  0.  0. 10.  0.  0.  0.  0.]
"(' ', ' ', 'O', ' ', 'X', ' ', ' ', 'X', 'O')","[ 5.9855486  10.          0.          9.4990016   0.          9.5
  9.49289683  0.          0.        ]"
"('X', ' ', 'O', ' ', 'X', ' ', 'O', 'X', 'O')","[ 0.         10.          0.         -6.22580006  0.          9.5
  0.          0.          0.        ]"
"('O', ' ', ' ', ' ', 'O', 'X', 'X', ' ', ' ')","[ 0.          8.4172132   8.75119992  1.40041138  0.          0.
  0.         -6.84980645  9.5       ]"
"('O', 'X', 'X', 'X', 'O', ' ', ' ', ' ', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('X', 'X', ' ', 'O', ' ', 'O', 'O', 'X', ' ')","[ 0.          0.         10.          0.         10.          0.
  0.          0.         -9.87016639]"
"('X', 'X', ' ', 'O', 'X', 'O', 'O', 'X', ' ')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('X', ' ', 'X', ' ', 'O', 'X', 'O', ' ', 'O')","[ 0.         10.          0.         -7.52276251  0.          0.
  0.          5.51030197  0.        ]"
"(' ', ' ', 'O', 'X', 'X', 'O', ' ', 'X', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', 'X', 'X', ' ', ' ', 'O', ' ', ' ', ' ')","[0.         0.         0.         8.9965676  9.5        0.
 1.71088343 9.485408   8.12257889]"
"('O', 'X', 'X', ' ', 'O', 'O', ' ', 'X', ' ')","[ 0.          0.          0.          4.74603646  0.          0.
 -9.99936     0.         -9.9968    ]"
"(' ', ' ', ' ', 'O', 'O', ' ', 'X', ' ', 'X')","[ 5.71837365  8.72512461  5.75499354  0.          0.          9.5
  0.         10.          0.        ]"
"('O', ' ', 'X', 'O', 'X', ' ', ' ', 'O', 'X')","[ 0.         -6.87496773  0.          0.          0.         10.
 10.          0.          0.        ]"
"('O', 'X', 'X', ' ', ' ', ' ', 'O', ' ', ' ')","[ 0.          0.          0.          1.09456855 -7.48474332 -1.67945787
  0.         -7.62594309 -6.125969  ]"
"('O', 'X', 'X', 'X', ' ', 'O', 'O', ' ', ' ')","[0.         0.         0.         0.         5.69391757 0.
 0.         5.54190988 4.75      ]"
"('O', 'X', 'X', 'X', ' ', 'O', 'O', 'X', 'O')",[ 0.  0.  0.  0. 10.  0.  0.  0.  0.]
"('X', 'X', ' ', 'X', ' ', ' ', 'O', 'O', 'O')",[0. 0. 0. 0. 0. 0. 0. 0. 0.]
"('O', ' ', 'O', 'X', ' ', ' ', 'X', 'O', 'X')","[ 0.          4.75        0.          0.         -9.52799874 -9.99909274
  0.          0.          0.        ]"
